,INVOICE CODE,ACCOUNT URL,AMOUNT,COMMISSIONS (USD)
1941,FRS118103,sicaferimmobiliare,35.0,8.75
1942,FRS122791,sicaferimmobiliare,35.0,8.75
1943,FRS79505,RACOEL Srls,19.0,4.75
1944,FRS83738,RACOEL Srls,19.0,4.75
1945,FRS87906,RACOEL Srls,19.0,4.75
1946,FRS92177,RACOEL Srls,19.0,4.75
1947,FRS96579,RACOEL Srls,19.0,4.75
1948,FRS100875,RACOEL Srls,19.0,4.75
1949,FRS105027,RACOEL Srls,19.0,4.75
1950,FDEUR130312,Giellemme,23.37,5.84
1951,FDEUR133433,Giellemme,23.37,5.84
1952,FDEUR136535,Giellemme,23.37,5.84
1953,FDEUR139466,Giellemme,23.37,5.84
1954,FDEUR142630,Giellemme,23.37,5.84
1955,FDEUR146022,Giellemme,23.37,5.84
1956,FDEUR151706,Giellemme,23.37,5.84
1957,FDEUR155069,Giellemme,23.37,5.84
1958,FDEUR158433,Giellemme,23.37,5.84
1959,FDEUR161709,Giellemme,23.37,5.84
1960,FDEUR164773,Giellemme,23.37,5.84
1961,FDEUR168055,Giellemme,23.37,5.84
1962,FRS82118,Demo Dimasi Software,65.0,16.25
1963,FRS86371,Demo Dimasi Software,65.0,16.25
1964,FRS90524,Demo Dimasi Software,65.0,16.25
1965,FDEUR126026,p.pahud@bluewin.ch,84.87,21.21
1966,FRS77412,v22media,144.0,36.0
1967,FRS80979,v22media,134.0,33.5
1968,FRS131485,v22media,288.0,72.0
1969,FRS76313,Criticalcase CRM,159.9,39.97
1970,FRS78284,Criticalcase CRM,289.05,72.26
1971,FRS80483,Criticalcase CRM,719.55,179.88
1972,FRS80828,Criticalcase CRM,72.57,18.14
1973,FRS84661,Criticalcase CRM,799.5,199.87
1974,FRS88805,Criticalcase CRM,799.5,199.87
1975,FRS93202,Criticalcase CRM,799.5,199.87
1976,FRS97538,Criticalcase CRM,799.5,199.87
1977,FRS98081,Criticalcase CRM,0.0,0.0
1978,FRS99249,Criticalcase CRM,0.0,0.0
1979,FRS101841,Criticalcase CRM,799.5,199.87
1980,FRS106009,Criticalcase CRM,799.5,199.87
1981,FRS110180,Criticalcase CRM,799.5,199.87
1982,FRS114559,Criticalcase CRM,799.5,199.87
1983,FRS119076,Criticalcase CRM,799.5,199.87
1984,FRS123774,Criticalcase CRM,799.5,199.87
1985,FRS128703,Criticalcase CRM,559.65,139.91
1986,FRS129890,Criticalcase CRM,60.27,15.06
1987,FRS132984,Criticalcase CRM,0.0,0.0
1988,FRS133570,Criticalcase CRM,659.28,164.82
1989,FRS138208,Criticalcase CRM,127.92,31.98
1990,FRS142452,Criticalcase CRM,127.92,31.98
1991,FRS146733,Criticalcase CRM,127.92,31.98
1992,FRS150822,Criticalcase CRM,127.92,31.98
1993,FRS154959,Criticalcase CRM,200.49,50.12
1994,FRS158909,Criticalcase CRM,274.29,68.57
1995,FRS162803,Criticalcase CRM,274.29,68.57
1996,FRS166527,Criticalcase CRM,274.29,68.57
1997,FRS169602,Criticalcase CRM,274.29,68.57
1998,FRS172604,Criticalcase CRM,274.29,68.57
1999,FRS173913,Criticalcase CRM,0.0,0.0
2000,FRS175522,Criticalcase CRM,274.29,68.57
2001,FDEUR125784,hegoone.it,2583.0,645.75
2002,FDEUR166029,hegoone.it,2583.0,645.75
2003,FDEUR128159,Rstore,1269.36,317.34
2004,FDEUR137331,Rstore,1269.36,317.34
2005,FDEUR146874,Rstore,1269.36,317.34
2006,FDEUR156930,Rstore,1269.36,317.34
2007,FDEUR166540,Rstore,1269.36,317.34
2008,FD1287439,Syfer Srl,38.0,9.5
2009,FD1309506,Syfer Srl,38.0,9.5
2010,FD1331422,Syfer Srl,38.0,9.5
2011,FD1353670,Syfer Srl,38.0,9.5
2012,FD1375862,Syfer Srl,38.0,9.5
2013,FD1096265,Syfer Srl,38.0,9.5
2014,FD1116971,Syfer Srl,38.0,9.5
2015,FD1137981,Syfer Srl,38.0,9.5
2016,FD1159723,Syfer Srl,38.0,9.5
2017,FD1180226,Syfer Srl,19.0,4.75
2018,FD1180227,Syfer Srl,19.0,4.75
2019,FD1200168,Syfer Srl,38.0,9.5
2020,FD1221526,Syfer Srl,38.0,9.5
2021,FD1243334,Syfer Srl,38.0,9.5
2022,FD1265217,Syfer Srl,38.0,9.5
2023,FDEUR129233,Edit Web,46.74,11.68
2024,FDEUR132358,Edit Web,221.4,55.35
2025,FRS72743,punto.sud,588.0,147.0
2026,FRS124377,punto.sud,588.0,147.0
2027,FRS172928,punto.sud,588.0,147.0
2028,FDEUR124578,uniassifin srl,1771.2,442.8
2029,FDEUR165628,uniassifin srl,1107.0,276.75
2030,FSEUR4877,Apparound Italia srl,738.0,184.5
2031,FSEUR5213,Apparound Italia srl,738.0,184.5
2032,FSEUR5536,Apparound Italia srl,738.0,184.5
2033,FSEUR5914,Apparound Italia srl,738.0,184.5
2034,FSEUR6273,Apparound Italia srl,738.0,184.5
2035,FSEUR6664,Apparound Italia srl,738.0,184.5
2036,FSEUR7029,Apparound Italia srl,738.0,184.5
2037,FSEUR7403,Apparound Italia srl,738.0,184.5
2038,FSEUR7821,Apparound Italia srl,738.0,184.5
2039,FSEUR8247,Apparound Italia srl,738.0,184.5
2040,FSEUR8673,Apparound Italia srl,738.0,184.5
2041,FSEUR9093,Apparound Italia srl,738.0,184.5
2042,FSEUR9552,Apparound Italia srl,738.0,184.5
2043,FSEUR10001,Apparound Italia srl,738.0,184.5
2044,FSEUR10522,Apparound Italia srl,738.0,184.5
2045,FSEUR10978,Apparound Italia srl,738.0,184.5
2046,FSEUR11409,Apparound Italia srl,738.0,184.5
2047,FSEUR11877,Apparound Italia srl,738.0,184.5
2048,FSEUR12379,Apparound Italia srl,738.0,184.5
2049,FSEUR12853,Apparound Italia srl,738.0,184.5
2050,FSEUR13386,Apparound Italia srl,738.0,184.5
2051,FSEUR13998,Apparound Italia srl,738.0,184.5
2052,FSEUR14542,Apparound Italia srl,738.0,184.5
2053,FSEUR15119,Apparound Italia srl,738.0,184.5
2054,FSEUR15688,Apparound Italia srl,5927.37,1481.84
2055,FSEUR4046,Apparound Italia srl,738.0,184.5
2056,FSEUR4289,Apparound Italia srl,738.0,184.5
2057,FSEUR4578,Apparound Italia srl,738.0,184.5
2058,FSEUR1672,Apparound Italia srl,615.0,153.75
2059,FSEUR1860,Apparound Italia srl,615.0,153.75
2060,FSEUR2035,Apparound Italia srl,615.0,153.75
2061,FSEUR2260,Apparound Italia srl,615.0,153.75
2062,FSEUR2451,Apparound Italia srl,615.0,153.75
2063,FSEUR2663,Apparound Italia srl,615.0,153.75
2064,FSEUR2883,Apparound Italia srl,615.0,153.75
2065,FSEUR3097,Apparound Italia srl,615.0,153.75
2066,FSEUR3166,Apparound Italia srl,40.59,10.14
2067,FSEUR3329,Apparound Italia srl,6.15,1.53
2068,FSEUR3342,Apparound Italia srl,738.0,184.5
2069,FSEUR3551,Apparound Italia srl,738.0,184.5
2070,FSEUR3792,Apparound Italia srl,738.0,184.5
2071,FDEUR122461,Gian Paolo Fontani,23.37,5.84
2072,FDEUR125162,Gian Paolo Fontani,23.37,5.84
2073,FDEUR127997,Gian Paolo Fontani,23.37,5.84
2074,FDEUR130999,Gian Paolo Fontani,23.37,5.84
2075,FDEUR134138,Gian Paolo Fontani,23.37,5.84
2076,FDEUR137168,Gian Paolo Fontani,23.37,5.84
2077,FDEUR140027,Gian Paolo Fontani,23.37,5.84
2078,FDEUR143384,Gian Paolo Fontani,23.37,5.84
2079,FDEUR146653,Gian Paolo Fontani,23.37,5.84
2080,FDEUR150032,Gian Paolo Fontani,23.37,5.84
2081,FDEUR153383,Gian Paolo Fontani,23.37,5.84
2082,FDEUR156735,Gian Paolo Fontani,23.37,5.84
2083,FDEUR160101,Gian Paolo Fontani,23.37,5.84
2084,FDEUR163238,Gian Paolo Fontani,23.37,5.84
2085,FD1154811,Filodiretto,0.0,0.0
2086,FD1154812,Filodiretto,0.0,0.0
2087,FD1275279,Filodiretto,7680.0,1920.0
2088,FD1064941,infimifertubancoccuve,19.0,4.75
2089,FD1084437,infimifertubancoccuve,19.0,4.75
2090,FD1104848,infimifertubancoccuve,19.0,4.75
2091,FD1126016,infimifertubancoccuve,19.0,4.75
2092,FD1147095,infimifertubancoccuve,19.0,4.75
2093,FD1168443,infimifertubancoccuve,19.0,4.75
2094,FD1188736,infimifertubancoccuve,19.0,4.75
2095,FDEUR120085,Giuseppe Gatti,221.4,55.35
2096,FDEUR121250,Giuseppe Gatti,854.85,213.71
2097,FDEUR123728,Digital Security Service srl,441.57,110.39
2098,FDEUR120971,Digital Security Service srl,46.74,11.68
2099,FDEUR161567,Digital Security Service srl,442.8,110.7
2100,FDEUR122144,RINALDO FRANCO S.P.A.,1394.82,348.7
2101,FDEUR159746,RINALDO FRANCO S.P.A.,1394.82,348.7
2102,FDEUR119326,CCNO,5092.2,1273.05
2103,FDEUR119411,CCNO,2031.96,507.99
2104,FDEUR120784,Soisy,186.96,46.74
2105,FDEUR122418,Soisy,9.84,2.46
2106,FDEUR123656,Soisy,210.33,52.58
2107,FDEUR126332,Soisy,210.33,52.58
2108,FDEUR129245,Soisy,210.33,52.58
2109,FDEUR132376,Soisy,210.33,52.58
2110,FDEUR135409,Soisy,210.33,52.58
2111,FDEUR138509,Soisy,210.33,52.58
2112,FDEUR141447,Soisy,210.33,52.58
2113,FDEUR142002,Soisy,95.94,23.98
2114,FDEUR144834,Soisy,327.18,81.79
2115,FDEUR148095,Soisy,327.18,81.79
2116,FDEUR151499,Soisy,327.18,81.79
2117,FDEUR154779,Soisy,2656.8,664.2
2118,FDEUR163756,Soisy,340.71,85.17
2119,FDEUR166154,Soisy,156.21,39.05
2120,FDEUR166910,Soisy,151.29,37.82
2121,FD1040694,Atellani,132.0,33.0
2122,FD1043593,Atellani,126.0,31.5
2123,FD1051309,Atellani,107.0,26.75
2124,FD1053309,Atellani,103.0,25.75
2125,FD1062591,Atellani,0.0,0.0
2126,FD1039724,Atellani,540.0,135.0
2127,FD1098493,Atellani,1080.0,270.0
2128,FD1161835,Atellani,1080.0,270.0
2129,FD1223753,Atellani,1080.0,270.0
2130,FD1289746,Atellani,1080.0,270.0
2131,FD1355857,Atellani,1080.0,270.0
2132,FDEUR125779,Digitelematica SRL,1033.2,361.62
2133,FDEUR130441,SAN.ARTI.,2734.29,683.57
2134,FDEUR140416,SAN.ARTI.,2137.74,534.43
2135,FDEUR162791,SAN.ARTI.,34.44,8.61
2136,FDEUR117120,Vincitù SRL,856.08,214.02
2137,FDEUR140409,Vincitù SRL,856.08,214.02
2138,FDEUR160437,Vincitù SRL,856.08,214.02
2139,FD1031492,Eshirt srl,37.0,9.25
2140,FD1044992,Eshirt srl,530.0,132.5
2141,FD1296132,Eshirt srl,540.0,135.0
2142,FDEUR117561,Fixfit,1446.48,361.62
2143,FDEUR154301,Fixfit,442.8,110.7
2144,FDEUR116506,EVVAI.COM,116.85,29.21
2145,FDEUR117190,EVVAI.COM,17.22,4.3
2146,FDEUR118113,EVVAI.COM,18.45,4.61
2147,FDEUR118225,EVVAI.COM,8.61,2.15
2148,FDEUR119196,EVVAI.COM,210.33,52.58
2149,FDEUR119735,EVVAI.COM,36.9,9.22
2150,FDEUR120177,EVVAI.COM,14.76,3.69
2151,FDEUR120292,EVVAI.COM,27.06,6.76
2152,FDEUR120603,EVVAI.COM,22.14,5.53
2153,FDEUR120607,EVVAI.COM,11.07,2.76
2154,FDEUR120615,EVVAI.COM,31.98,7.99
2155,FDEUR120628,EVVAI.COM,11.07,2.76
2156,FDEUR120645,EVVAI.COM,20.91,5.22
2157,FDEUR121071,EVVAI.COM,7.38,1.84
2158,FDEUR121993,EVVAI.COM,560.88,140.22
2159,FDEUR124803,EVVAI.COM,514.14,128.53
2160,FDEUR127536,EVVAI.COM,350.55,87.63
2161,FDEUR130555,EVVAI.COM,350.55,87.63
2162,FDEUR133672,EVVAI.COM,23.37,5.84
2163,FDEUR136698,EVVAI.COM,23.37,5.84
2164,FDEUR139657,EVVAI.COM,23.37,5.84
2165,FDEUR142886,EVVAI.COM,23.37,5.84
2166,FDEUR119214,DiceWorld srl,856.08,214.02
2167,FDEUR156222,DiceWorld srl,55.35,13.83
2168,FDEUR159625,DiceWorld srl,55.35,13.83
2169,FDEUR162815,DiceWorld srl,55.35,13.83
2170,FDEUR165819,DiceWorld srl,55.35,13.83
2171,FDEUR116609,G. OSTI SISTEMI SRL,430.5,107.62
2172,FDEUR119253,G. OSTI SISTEMI SRL,430.5,107.62
2173,FDEUR122111,G. OSTI SISTEMI SRL,430.5,107.62
2174,FDEUR124879,G. OSTI SISTEMI SRL,430.5,107.62
2175,FDEUR127574,G. OSTI SISTEMI SRL,430.5,107.62
2176,FDEUR130670,G. OSTI SISTEMI SRL,430.5,107.62
2177,FDEUR131439,G. OSTI SISTEMI SRL,4380.03,1095.0
2178,FDEUR145767,G. OSTI SISTEMI SRL,1528.89,382.22
2179,FD1013138,christian,125.0,31.25
2180,FDEUR116139,Tre Pi Profumerie,575.64,143.91
2181,FDEUR152440,Tre Pi Profumerie,575.64,143.91
2182,FD1020362,Bepro Italia Srl,76.0,19.0
2183,FD1039195,Bepro Italia Srl,76.0,19.0
2184,FD1058154,Bepro Italia Srl,76.0,19.0
2185,FD1077779,Bepro Italia Srl,76.0,19.0
2186,FDEUR114005,Volocom SRL,3985.2,996.3
2187,FDEUR121301,Volocom SRL,174.66,43.66
2188,FDEUR132388,Volocom SRL,329.64,82.41
2189,FDEUR153112,Volocom SRL,4870.8,1217.7
2190,FDEUR120102,IET Impianti SRL,70.11,17.52
2191,FDEUR121295,IET Impianti SRL,13.53,3.38
2192,FDEUR123008,IET Impianti SRL,93.48,23.37
2193,FDEUR125696,IET Impianti SRL,93.48,23.37
2194,FDEUR128550,IET Impianti SRL,93.48,23.37
2195,FDEUR131651,IET Impianti SRL,93.48,23.37
2196,FDEUR134695,IET Impianti SRL,93.48,23.37
2197,FDEUR137750,IET Impianti SRL,93.48,23.37
2198,FDEUR140701,IET Impianti SRL,93.48,23.37
2199,FDEUR144030,IET Impianti SRL,93.48,23.37
2200,FDEUR147304,IET Impianti SRL,93.48,23.37
2201,FDEUR150699,IET Impianti SRL,93.48,23.37
2202,FDEUR154050,IET Impianti SRL,93.48,23.37
2203,FDEUR157376,IET Impianti SRL,93.48,23.37
2204,FDEUR160768,IET Impianti SRL,93.48,23.37
2205,FDEUR163804,IET Impianti SRL,93.48,23.37
2206,FDEUR167031,IET Impianti SRL,93.48,23.37
2207,FDEUR118134,Viasat S.p.A.,4339.44,1084.86
2208,FDEUR154920,Viasat S.p.A.,4339.44,1084.86
2209,FDEUR109039,Melograno Consulting & Services srl,442.8,110.7
2210,FDEUR143581,Melograno Consulting & Services srl,442.8,110.7
2211,FDEUR115866,FactoryNET,131.61,32.9
2212,FDEUR118071,FactoryNET,159.9,39.97
2213,FDEUR120826,FactoryNET,159.9,39.97
2214,FDEUR122097,FactoryNET,1356.69,339.17
2215,FDEUR159696,FactoryNET,1446.48,361.62
2216,FD968427,LaPerla,54.0,13.5
2217,FD968999,LaPerla,44.0,11.0
2218,FD979743,LaPerla,10.0,2.5
2219,FD982918,LaPerla,195.0,48.75
2220,FD973437,Celli Group,348.0,87.0
2221,FD1212345,Celli Group,348.0,87.0
2222,FDEUR130174,YOUSYSTEM,70.11,24.53
2223,FDEUR139345,YOUSYSTEM,70.11,24.53
2224,FDEUR149135,YOUSYSTEM,70.11,24.53
2225,FDEUR159160,YOUSYSTEM,70.11,24.53
2226,FDEUR168765,YOUSYSTEM,70.11,17.52
2227,FDEUR106149,DUFERCO ENERGIA S.P.A.,2140.2,535.05
2228,FDEUR120390,DUFERCO ENERGIA S.P.A.,1065.18,266.29
2229,FDEUR139949,DUFERCO ENERGIA S.P.A.,4050.39,1012.59
2230,FDEUR107117,Autounica SRL,221.4,55.35
2231,FDEUR108619,Ecospray,9595.23,2398.8
2232,FDEUR112923,Ecospray,5002.41,1250.6
2233,FDEUR142850,Ecospray,0.0,0.0
2234,FDEUR155089,Ecospray,0.0,0.0
2235,FDEUR143006,Ecospray,4827.75,1206.93
2236,FDEUR155088,Ecospray,11099.52,2774.88
2237,FDEUR105551,ALFONSINO SRL,79.95,19.98
2238,FDEUR107984,ALFONSINO SRL,79.95,19.98
2239,FDEUR108291,Ferrero Mangimi Spa,0.0,0.0
2240,FDEUR142673,Ferrero Mangimi Spa,1771.2,442.8
2241,FDEUR108127,Ferrero Mangimi Spa,1771.2,442.8
2242,FDEUR103872,Ali Parts,0.0,0.0
2243,FDEUR111420,Ali Parts,928.65,232.16
2244,FDEUR122537,Ali Parts,9402.12,2350.53
2245,FDEUR160188,Ali Parts,9402.12,2350.53
2246,FDEUR101156,Bridgestone EU,23285.13,5821.28
2247,FDEUR133831,Bridgestone EU,23285.13,5821.28
2248,FDEUR136836,ASPAL Regione Sardegna,4428.0,1549.8
2249,FDEUR104745,Anritsu Italy,40501.44,10125.36
2250,FDEUR123027,Anritsu Italy,744.15,186.03
2251,FDEUR129022,Anritsu Italy,0.0,0.0
2252,FDEUR129025,Anritsu Italy,0.0,0.0
2253,FDEUR124537,Anritsu Italy,1757.67,439.41
2254,FDEUR138470,Anritsu Italy,15491.85,3872.96
2255,FDEUR138118,Anritsu Italy,50915.85,12728.96
2256,FDEUR159920,Anritsu Italy,260.76,65.19
2257,FDEUR129023,Anritsu Italy,568.26,142.06
2258,FDEUR129026,Anritsu Italy,142.68,35.67
2259,FDEUR125562,Anritsu Italy,404.67,101.16
2260,FDEUR162033,Anritsu Italy,683.88,170.97
2261,FDEUR163776,Anritsu Italy,1656.81,414.2
2262,FDEUR113207,Isem SRL,221.4,55.35
2263,FDEUR148748,Isem SRL,221.4,55.35
2264,FRS58880,spazionovasoluzioni,72.0,18.0
2265,FRS81637,spazionovasoluzioni,72.0,18.0
2266,FRS107190,spazionovasoluzioni,72.0,18.0
2267,FRS134924,spazionovasoluzioni,72.0,18.0
2268,FRS159984,spazionovasoluzioni,72.0,18.0
2269,FDEUR109443,SCP Italy,1463.7,365.92
2270,FDEUR144094,SCP Italy,1463.7,365.92
2271,FRS64198,ASE AcegasApsAmga Servizi Energetici S.p.A.,608.85,152.21
2272,FRS66834,ASE AcegasApsAmga Servizi Energetici S.p.A.,65.19,16.29
2273,FRS67798,ASE AcegasApsAmga Servizi Energetici S.p.A.,852.39,213.09
2274,FRS71457,ASE AcegasApsAmga Servizi Energetici S.p.A.,852.39,213.09
2275,FRS61198,manducatioagencia,0.0,0.0
2276,FRS57874,manducatioagencia,35.0,8.75
2277,FRS61383,manducatioagencia,10.0,2.5
2278,FRS63469,manducatioagencia,8.0,2.0
2279,FRS63614,manducatioagencia,7.0,1.75
2280,FRS64950,manducatioagencia,0.0,0.0
2281,FDEUR100102,Arsinform srl,420.66,105.16
2282,FDEUR107167,Arsinform srl,1309.95,327.48
2283,FDEUR141260,Arsinform srl,1328.4,332.1
2284,FDEUR158547,Arsinform srl,125.46,31.36
2285,FDEUR118388,Arkimat s.r.l.,560.88,140.22
2286,FDEUR102254,Arkimat s.r.l.,3852.36,963.09
2287,FDEUR120238,Arkimat s.r.l.,0.0,0.0
2288,FDEUR135155,Arkimat s.r.l.,5008.56,1252.14
2289,FDEUR162256,Quovai,23.37,5.84
2290,FDEUR167678,Maury's Online,215.25,53.81
2291,FDEUR115317,Maury's Online,43.05,10.76
2292,FDEUR115473,Maury's Online,121.77,30.44
2293,FDEUR117647,Maury's Online,4.92,1.23
2294,FDEUR117975,Maury's Online,215.25,53.81
2295,FDEUR120675,Maury's Online,215.25,53.81
2296,FDEUR123546,Maury's Online,215.25,53.81
2297,FDEUR126266,Maury's Online,215.25,53.81
2298,FDEUR129133,Maury's Online,215.25,53.81
2299,FDEUR132232,Maury's Online,215.25,53.81
2300,FDEUR135263,Maury's Online,215.25,53.81
2301,FDEUR138374,Maury's Online,215.25,53.81
2302,FDEUR141358,Maury's Online,215.25,53.81
2303,FDEUR144708,Maury's Online,215.25,53.81
2304,FDEUR147965,Maury's Online,215.25,53.81
2305,FDEUR151355,Maury's Online,215.25,53.81
2306,FDEUR154688,Maury's Online,215.25,53.81
2307,FDEUR158043,Maury's Online,215.25,53.81
2308,FDEUR161379,Maury's Online,215.25,53.81
2309,FDEUR164399,Maury's Online,215.25,53.81
2310,FD914120,SIPI srl,479.0,119.75
2311,FD913737,SIPI srl,1176.0,294.0
2312,FD930240,SIPI srl,1530.0,382.5
2313,FD1144520,SIPI srl,3312.0,828.0
2314,FD1210149,SIPI srl,1212.0,303.0
2315,FDEUR96911,SEVDATA GEN,1107.0,276.75
2316,FDEUR108346,SEVDATA GEN,373.92,93.48
2317,FDEUR128636,SEVDATA GEN,1712.16,428.04
2318,FDEUR154381,SEVDATA GEN,284.13,71.03
2319,FD877420,ICS TECHNOLOGIES,19.0,4.75
2320,FD884744,ICS TECHNOLOGIES,19.0,4.75
2321,FD903011,ICS TECHNOLOGIES,19.0,4.75
2322,FD921312,ICS TECHNOLOGIES,19.0,4.75
2323,FD939422,ICS TECHNOLOGIES,19.0,4.75
2324,FD957100,ICS TECHNOLOGIES,19.0,4.75
2325,FD975325,ICS TECHNOLOGIES,19.0,4.75
2326,FD994165,ICS TECHNOLOGIES,19.0,4.75
2327,FD1013292,ICS TECHNOLOGIES,19.0,4.75
2328,FD1031546,ICS TECHNOLOGIES,19.0,4.75
2329,FD1050674,ICS TECHNOLOGIES,19.0,4.75
2330,FD1070292,ICS TECHNOLOGIES,19.0,4.75
2331,FD1089889,ICS TECHNOLOGIES,19.0,4.75
2332,FD1110697,ICS TECHNOLOGIES,19.0,4.75
2333,FD1131681,ICS TECHNOLOGIES,19.0,4.75
2334,FD1153012,ICS TECHNOLOGIES,19.0,4.75
2335,FD1173860,ICS TECHNOLOGIES,19.0,4.75
2336,FD1193642,ICS TECHNOLOGIES,19.0,4.75
2337,FD1214733,ICS TECHNOLOGIES,19.0,4.75
2338,FD1236331,ICS TECHNOLOGIES,19.0,4.75
2339,FD1258673,ICS TECHNOLOGIES,19.0,4.75
2340,FD1280374,ICS TECHNOLOGIES,19.0,4.75
2341,FD1302719,ICS TECHNOLOGIES,19.0,4.75
2342,FD1324968,ICS TECHNOLOGIES,19.0,4.75
2343,FD1346707,ICS TECHNOLOGIES,19.0,4.75
2344,FD1369373,ICS TECHNOLOGIES,19.0,4.75
2345,FD1391953,ICS TECHNOLOGIES,19.0,4.75
2346,FDEUR145334,Interlaced S.r.l.,186.96,46.74
2347,FDEUR148613,Interlaced S.r.l.,186.96,46.74
2348,FDEUR152022,Interlaced S.r.l.,186.96,46.74
2349,FDEUR155353,Interlaced S.r.l.,186.96,46.74
2350,FDEUR158677,Interlaced S.r.l.,186.96,46.74
2351,FDEUR161969,Interlaced S.r.l.,186.96,46.74
2352,FDEUR164983,Interlaced S.r.l.,186.96,46.74
2353,FDEUR168337,Interlaced S.r.l.,186.96,46.74
2354,FD1384741,Testbusters S.R.L.,114.0,28.5
2355,FD1209485,Testbusters S.R.L.,257.0,64.25
2356,FD1229690,Testbusters S.R.L.,276.0,69.0
2357,FD1251576,Testbusters S.R.L.,276.0,69.0
2358,FD1290737,Testbusters S.R.L.,26.0,6.5
2359,FD1295456,Testbusters S.R.L.,114.0,28.5
2360,FD1317907,Testbusters S.R.L.,114.0,28.5
2361,FD1339721,Testbusters S.R.L.,114.0,28.5
2362,FD1361819,Testbusters S.R.L.,114.0,28.5
2363,FD866885,Persechini,27.0,6.75
2364,FD860721,Persechini,130.0,32.5
2365,FD878602,Persechini,170.0,42.5
2366,FD896373,Persechini,130.0,32.5
2367,FD898440,Persechini,58.0,14.5
2368,FD898836,Persechini,57.0,14.25
2369,FD902002,Persechini,46.0,11.5
2370,FD914669,Persechini,325.0,81.25
2371,FD933246,Persechini,325.0,81.25
2372,FD951150,Persechini,325.0,81.25
2373,FD968868,Persechini,325.0,81.25
2374,FD987603,Persechini,325.0,81.25
2375,FD1006257,Persechini,260.0,65.0
2376,FD1025027,Persechini,195.0,48.75
2377,FD1043882,Persechini,195.0,48.75
2378,FD1063059,Persechini,195.0,48.75
2379,FD1082704,Persechini,195.0,48.75
2380,FD1103041,Persechini,195.0,48.75
2381,FD1124029,Persechini,195.0,48.75
2382,FD1145446,Persechini,195.0,48.75
2383,FD1166496,Persechini,195.0,48.75
2384,FD1187142,Persechini,195.0,48.75
2385,FD1190335,Persechini,53.0,13.25
2386,FD1207274,Persechini,260.0,65.0
2387,FD1228653,Persechini,260.0,65.0
2388,FD1250536,Persechini,260.0,65.0
2389,FD1272784,Persechini,260.0,65.0
2390,FD1294661,Persechini,260.0,65.0
2391,FD1316866,Persechini,260.0,65.0
2392,FD1338812,Persechini,260.0,65.0
2393,FD1360746,Persechini,260.0,65.0
2394,FD1383667,Persechini,260.0,65.0
2395,FSEUR794,De Bona Motors,885.6,221.4
2396,FSEUR1924,De Bona Motors,346.86,86.71
2397,FSEUR1928,De Bona Motors,346.86,86.71
2398,FSEUR2251,De Bona Motors,173.43,43.35
2399,FSEUR2907,De Bona Motors,3321.0,830.25
2400,FSEUR3802,De Bona Motors,595.32,148.83
2401,FSEUR4431,De Bona Motors,415.74,103.93
2402,FSEUR6323,De Bona Motors,5092.2,1273.05
2403,FSEUR6851,De Bona Motors,2352.99,588.24
2404,FSEUR6857,De Bona Motors,784.74,196.18
2405,FSEUR7243,De Bona Motors,707.25,176.81
2406,FSEUR7285,De Bona Motors,697.41,174.35
2407,FSEUR7458,De Bona Motors,661.74,165.43
2408,FSEUR8719,De Bona Motors,442.8,110.7
2409,FSEUR11505,De Bona Motors,1100.85,275.21
2410,FSEUR11588,De Bona Motors,1322.25,330.56
2411,FSEUR12091,De Bona Motors,1322.25,330.56
2412,FSEUR12555,De Bona Motors,1322.25,330.56
2413,FSEUR13055,De Bona Motors,1322.25,330.56
2414,FSEUR13617,De Bona Motors,1322.25,330.56
2415,FSEUR14211,De Bona Motors,1322.25,330.56
2416,FSEUR14953,De Bona Motors,1322.25,330.56
2417,FSEUR15519,De Bona Motors,1322.25,330.56
2418,FSEUR11482,De Bona Motors,0.0,0.0
2419,FSEUR15733,De Bona Motors,10504.2,2626.05
2420,FDEUR94103,SESAAB Servizi Srl,2656.8,664.2
2421,FDEUR125323,SESAAB Servizi Srl,2656.8,664.2
2422,FDEUR163426,SESAAB Servizi Srl,2656.8,664.2
2423,FDEUR114944,Vapeitalia.it - Centro Assistenza,159.9,39.97
2424,FDEUR117492,Vapeitalia.it - Centro Assistenza,159.9,39.97
2425,FDEUR120278,Vapeitalia.it - Centro Assistenza,159.9,39.97
2426,FDEUR123145,Vapeitalia.it - Centro Assistenza,159.9,39.97
2427,FDEUR125841,Vapeitalia.it - Centro Assistenza,159.9,39.97
2428,FDEUR128716,Vapeitalia.it - Centro Assistenza,159.9,39.97
2429,FDEUR131758,Vapeitalia.it - Centro Assistenza,159.9,39.97
2430,FDEUR134867,Vapeitalia.it - Centro Assistenza,159.9,39.97
2431,FDEUR137949,Vapeitalia.it - Centro Assistenza,159.9,39.97
2432,FDEUR140842,Vapeitalia.it - Centro Assistenza,159.9,39.97
2433,FDEUR144233,Vapeitalia.it - Centro Assistenza,159.9,39.97
2434,FDEUR147507,Vapeitalia.it - Centro Assistenza,159.9,39.97
2435,FDEUR150831,Vapeitalia.it - Centro Assistenza,159.9,39.97
2436,FDEUR154233,Vapeitalia.it - Centro Assistenza,159.9,39.97
2437,FDEUR157591,Vapeitalia.it - Centro Assistenza,159.9,39.97
2438,FDEUR160892,Vapeitalia.it - Centro Assistenza,159.9,39.97
2439,FDEUR163990,Vapeitalia.it - Centro Assistenza,159.9,39.97
